Targa,Id,Odonimo,Codvia,Lunghezza,Data rilievo,Tecnico incaricato,ID Pianta,Specie,Sito Impianto,Lat,Log,h (m),Diametro (cm),Dist. sede stradale (m),Dist. marciapiede (m),CPC,Cod. lavorazione/elenco prezzi,Note,Data lav. F1,Cod. lavorazione - F2,Lavori - F2,Prezzo F2,Data lav. F2,Cod. lavorazione - F3,Lavori - F3,Prezzo F3,Data lav. F3,Cod. lavorazione - F4,Lavori - F4,Prezzo F4,Data lav. F4,Descrizione,Unità di misura,Prezzo Unitario,UPL,Quartiere,Circoscrizione,CO2 catturata (kg/anno),O2 prodotto (kg/anno)
AL054AL,ALB_1155,Via Oreto,32350,2357,17/11/2025,Greehill,18486,Ficus microcarpa,,38.10982709,13.36534914,9.11,0.55,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,7,18.5
AL055AL,ALB_1156,Via Oreto,32350,2357,17/11/2025,Greehill,18948,Ficus microcarpa,,38.10985712,13.36541966,9.2,0.51,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,5.44,14.36
AL056AL,ALB_1157,Via Oreto,32350,2357,17/11/2025,Greehill,10998,Brachychiton acerifolius,,38.10078917,13.37133049,6.44,0.46,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,109.3,288.83
AL057AL,ALB_1158,Via Oreto,32350,2357,17/11/2025,Greehill,11031,Brachychiton acerifolius,,38.10084285,13.3712964,6.95,0.49,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,120.57,318.59
AL058AL,ALB_1159,Via Oreto,32350,2357,17/11/2025,Greehill,11021,Brachychiton acerifolius,,38.10089062,13.37126425,7.63,0.3,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,59.05,156.04
AL059AL,ALB_1160,Via Oreto,32350,2357,17/11/2025,Greehill,11016,Brachychiton acerifolius,,38.10093687,13.3712343,7.51,0.48,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,115.27,304.61
AL060AL,ALB_1161,Via Oreto,32350,2357,17/11/2025,Greehill,11000,Brachychiton discolor,,38.10098954,13.37119983,7.45,0.38,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,47.32,125.03
AL061AL,ALB_1162,Via Oreto,32350,2357,17/11/2025,Greehill,11027,Brachychiton acerifolius,,38.10106123,13.37115207,9.4,0.45,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,90.57,239.32
AL062AL,ALB_1163,Via Oreto,32350,2357,17/11/2025,Greehill,11061,Yucca gigantea,,38.10084897,13.37082644,1.7,0.09,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,14.53,38.38
AL063AL,ALB_1164,Via Oreto,32350,2357,17/11/2025,Greehill,11064,Yucca gigantea,,38.10083074,13.37083712,2.27,0.11,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,17.51,46.27
AL064AL,ALB_1165,Via Oreto,32350,2357,17/11/2025,Greehill,11068,Ficus elastica,,38.10104119,13.37117464,8.44,-,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,-,-
AL065AL,ALB_1166,Via Oreto,32350,2357,17/11/2025,Greehill,10436,Ligustrum lucidum,,38.09879765,13.37249302,4.49,0.18,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,50.25,132.77
AL066AL,ALB_1167,Via Oreto,32350,2357,17/11/2025,Greehill,10435,Ligustrum lucidum,,38.09886218,13.37245004,4.54,0.19,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,52.02,137.46
AL067AL,ALB_1168,Via Oreto,32350,2357,17/11/2025,Greehill,10434,Ligustrum lucidum,,38.09892854,13.37240742,4.7,0.16,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,43.01,113.66
AL068AL,ALB_1169,Via Oreto,32350,2357,17/11/2025,Greehill,11012,Brachychiton acerifolius,,38.1006864,13.3713976,8.38,0.48,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,117.52,310.55
AL069AL,ALB_1170,Via Oreto,32350,2357,17/11/2025,Greehill,10323,,,38.09608956,13.37406344,4.42,0.06,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,-,-
AL070AL,ALB_1171,Via Oreto,32350,2357,17/11/2025,Greehill,10259,Populus nigra,,38.09615718,13.37402019,11.75,0.32,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,121.13,320.08
AL071AL,ALB_1172,Via Oreto,32350,2357,17/11/2025,Greehill,10272,Populus nigra,,38.09627139,13.37413015,14.39,0.37,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,130.39,344.57
AL072AL,ALB_1173,Via Oreto,32350,2357,17/11/2025,Greehill,10290,Populus nigra,,38.09629366,13.37392491,11.93,0.26,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,91.79,242.55
AL073AL,ALB_1174,Via Oreto,32350,2357,17/11/2025,Greehill,10310,Populus nigra,,38.09644297,13.37402083,6.93,0.14,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,37.95,100.28
AL074AL,ALB_1175,Via Oreto,32350,2357,17/11/2025,Greehill,10264,Populus nigra,,38.09649152,13.37380146,12.51,0.33,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,80.97,213.95
AL075AL,ALB_1176,Via Oreto,32350,2357,17/11/2025,Greehill,10276,Populus nigra,,38.09654394,13.37376683,14.48,0.4,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,169.19,447.09
AL076AL,ALB_1177,Via Oreto,32350,2357,17/11/2025,Greehill,10263,Populus nigra,,38.09658058,13.37392967,12.17,0.25,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,86,227.24
AL077AL,ALB_1178,Via Oreto,32350,2357,17/11/2025,Greehill,10174,Populus nigra,,38.0966381,13.37370645,10.84,0.24,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,82.85,218.92
AL078AL,ALB_1179,Via Oreto,32350,2357,17/11/2025,Greehill,10184,Populus nigra,,38.09665955,13.37388063,12.34,0.43,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,187.08,494.37
AL079AL,ALB_1180,Via Oreto,32350,2357,17/11/2025,Greehill,10173,Populus nigra,,38.09672821,13.3736456,13.06,0.28,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,101.87,269.18
AL080AL,ALB_1181,Via Oreto,32350,2357,17/11/2025,Greehill,10185,Populus nigra,,38.09684551,13.37357212,9.96,0.31,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,76.33,201.69
AL081AL,ALB_1182,Via Oreto,32350,2357,17/11/2025,Greehill,10189,Populus nigra,,38.09697529,13.37367722,6.23,0.13,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,34.95,92.35
AL082AL,ALB_1183,Via Oreto,32350,2357,17/11/2025,Greehill,10177,Jacaranda mimosifolia,,38.09700978,13.37365157,5.03,0.14,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,45.73,120.83
AL083AL,ALB_1184,Via Oreto,32350,2357,17/11/2025,Greehill,10179,Populus nigra,,38.09732985,13.37325936,11.75,0.29,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,113.28,299.34
AL084AL,ALB_1185,Via Oreto,32350,2357,17/11/2025,Greehill,10172,Populus nigra,,38.09737318,13.37323225,7.51,0.29,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,62.38,164.83
AL085AL,ALB_1186,Via Oreto,32350,2357,17/11/2025,Greehill,10180,Populus nigra,,38.09743044,13.3731946,14.64,0.42,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,155.97,412.16
AL086AL,ALB_1187,Via Oreto,32350,2357,17/11/2025,Greehill,10176,Populus nigra,,38.09752275,13.37313554,8.77,0.2,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,62.21,164.38
AL087AL,ALB_1188,Via Oreto,32350,2357,17/11/2025,Greehill,10191,Populus nigra,,38.09763236,13.37324909,13.5,0.31,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,125.96,332.85
AL088AL,ALB_1189,Via Oreto,32350,2357,17/11/2025,Greehill,10175,Populus nigra,,38.09774891,13.37317165,12.73,0.37,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,95.68,252.85
AL089AL,ALB_1190,Via Oreto,32350,2357,17/11/2025,Greehill,10187,Populus nigra,,38.09775653,13.37298473,10.95,0.44,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,25.81,68.19
AL090AL,ALB_1191,Via Oreto,32350,2357,17/11/2025,Greehill,10440,Populus nigra,,38.09783781,13.37293107,4,0.14,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,37.78,99.82
AL091AL,ALB_1192,Via Oreto,32350,2357,17/11/2025,Greehill,10281,Populus nigra,,38.0958684,13.37420472,15.98,0.55,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,271.86,718.41
AL092AL,ALB_1193,Via Oreto,32350,2357,17/11/2025,Greehill,10292,Populus nigra,,38.09616333,13.37420053,16.79,0.44,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,194.23,513.26
AL093AL,ALB_1194,Via Oreto,32350,2357,17/11/2025,Greehill,10258,Populus nigra,,38.09564271,13.37435174,9.79,0.2,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,60.66,160.28
AL094AL,ALB_1195,Via Oreto,32350,2357,17/11/2025,Greehill,10262,Populus nigra,,38.09559771,13.37438112,10.95,0.26,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,92.87,245.42
AL095AL,ALB_1196,Via Oreto,32350,2357,17/11/2025,Greehill,10256,Populus nigra,,38.09582894,13.37441615,12.46,0.3,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,112.36,296.92
AL096AL,ALB_1197,Via Oreto,32350,2357,17/11/2025,Greehill,10274,Populus nigra,,38.09577415,13.3744529,13.57,0.34,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,115.99,306.5
AL097AL,ALB_1198,Via Oreto,32350,2357,17/11/2025,Greehill,10257,Populus nigra,,38.09569644,13.37450041,14.68,0.37,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,130.57,345.03
AL098AL,ALB_1199,Via Oreto,32350,2357,17/11/2025,Greehill,10261,Populus nigra,,38.09539257,13.3745125,12.37,0.33,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,128.29,339.01
AL099AL,ALB_1200,Via Oreto,32350,2357,17/11/2025,Greehill,10270,Populus nigra,,38.09524593,13.37460814,10.49,0.29,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,93.07,245.94
AM000AM,ALB_1201,Via Oreto,32350,2357,17/11/2025,Greehill,10269,Populus nigra,,38.09548609,13.37463718,8.25,0.21,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,69.06,182.5
AM001AM,ALB_1202,Via Oreto,32350,2357,17/11/2025,Greehill,10280,Populus nigra,,38.09543864,13.37466825,11.32,0.23,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,49.72,131.39
AM002AM,ALB_1203,Via Oreto,32350,2357,17/11/2025,Greehill,10266,Populus nigra,,38.09509088,13.37470932,11.52,0.25,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,83.95,221.85
AM003AM,ALB_1204,Via Oreto,32350,2357,17/11/2025,Greehill,10255,Populus nigra,,38.0953672,13.37471574,8.74,0.24,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,81.85,216.29
AM004AM,ALB_1205,Via Oreto,32350,2357,17/11/2025,Greehill,10268,Populus nigra,,38.09498237,13.37477954,14.66,0.34,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,113.24,299.25
AM005AM,ALB_1206,Via Oreto,32350,2357,17/11/2025,Greehill,10253,Populus nigra,,38.09527335,13.37477675,12.64,0.36,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,95.21,251.59
AM006AM,ALB_1207,Via Oreto,32350,2357,17/11/2025,Greehill,10265,Populus nigra,,38.09522688,13.3748057,12.03,0.3,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,70.36,185.93
AM007AM,ALB_1208,Via Oreto,32350,2357,17/11/2025,Greehill,10254,Populus nigra,,38.09513958,13.37486303,9.16,0.26,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,8.19,21.64
AM008AM,ALB_1209,Via Oreto,32350,2357,17/11/2025,Greehill,10275,Populus nigra,,38.09477402,13.37491488,15.95,0.45,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,199.57,527.37
AM009AM,ALB_1210,Via Oreto,32350,2357,17/11/2025,Greehill,10288,Populus nigra,,38.09500423,13.37495081,19.85,0.56,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,163.46,431.95
AM010AM,ALB_1211,Via Oreto,32350,2357,17/11/2025,Greehill,10287,Populus nigra,,38.09495205,13.37498556,19.71,0.49,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,136.9,361.77
AM011AM,ALB_1212,Via Oreto,32350,2357,17/11/2025,Greehill,10295,Populus nigra,,38.09531347,13.37456415,6.62,0.13,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,34.98,92.43
AM012AM,ALB_1213,Via Oreto,32350,2357,17/11/2025,Greehill,10299,Populus nigra,,38.09595275,13.37433772,14.05,0.65,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,342.16,904.18
AM013AM,ALB_1214,Via Oreto,32350,2357,17/11/2025,Greehill,10300,Populus nigra,,38.09505729,13.37491516,20.9,0.65,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,299.51,791.47
AM014AM,ALB_1215,Via Oreto,32350,2357,17/11/2025,Greehill,10307,Populus nigra,,38.09504388,13.37473916,5.28,0.13,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,32.55,86.02
AM015AM,ALB_1216,Via Oreto,32350,2357,17/11/2025,Greehill,10318,Pittosporum tobira,,38.09433973,13.37505918,4,0.17,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,39.01,103.07
AM016AM,ALB_1217,Via Oreto,32350,2357,17/11/2025,Greehill,10308,Populus nigra,,38.09482743,13.37506593,4.67,0.11,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,21.84,57.72
AM017AM,ALB_1218,Via Oreto,32350,2357,17/11/2025,Greehill,10297,Populus nigra,,38.0947611,13.37510915,21.4,0.54,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,259.49,685.72
AM018AM,ALB_1219,Via Oreto,32350,2357,17/11/2025,Greehill,10252,Populus nigra,,38.09433786,13.37519598,13.14,0.27,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,96.77,255.72
AM019AM,ALB_1220,Via Oreto,32350,2357,17/11/2025,Greehill,10271,Populus nigra,,38.09449317,13.37528127,11.54,0.41,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,175.48,463.71
AM020AM,ALB_1221,Via Oreto,32350,2357,17/11/2025,Greehill,10309,Populus nigra,,38.09438929,13.37534854,4.89,0.09,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,19.25,50.86
AM021AM,ALB_1222,Via Oreto,32350,2357,17/11/2025,Greehill,10312,,,38.09420731,13.37546597,4.14,0.23,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,0,0
AM022AM,ALB_1223,Via Oreto,32350,2357,17/11/2025,Greehill,10303,Morus alba,,38.09417696,13.37559585,8.15,0.45,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,247.79,654.79
AM023AM,ALB_1224,Via Oreto,32350,2357,17/11/2025,Greehill,10343,Populus nigra,,38.09223627,13.37674109,15.1,0.4,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,171.03,451.96
AM024AM,ALB_1225,Via Oreto,32350,2357,17/11/2025,Greehill,10337,Populus nigra,,38.09246301,13.376596,12.76,0.26,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,93.29,246.52
AM025AM,ALB_1226,Via Oreto,32350,2357,17/11/2025,Greehill,10344,Populus nigra,,38.09264956,13.3764744,11.48,0.25,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,72.81,192.4
AM026AM,ALB_1227,Via Oreto,32350,2357,17/11/2025,Greehill,10342,Populus nigra,,38.09280656,13.37618755,18.3,0.49,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,226.94,599.69
AM027AM,ALB_1228,Via Oreto,32350,2357,17/11/2025,Greehill,10333,Populus nigra,,38.09302072,13.37604872,14.5,0.28,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,100.34,265.15
AM028AM,ALB_1229,Via Oreto,32350,2357,17/11/2025,Greehill,10335,Populus nigra,,38.09324575,13.3759035,12.26,0.28,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,102.71,271.41
AM029AM,ALB_1230,Via Oreto,32350,2357,17/11/2025,Greehill,10341,Populus nigra,,38.0932762,13.37588444,9.09,0.18,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,37.02,97.82
AM030AM,ALB_1231,Via Oreto,32350,2357,17/11/2025,Greehill,10331,Populus nigra,,38.09330175,13.37586722,8.92,0.25,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,73.64,194.59
AM031AM,ALB_1232,Via Oreto,32350,2357,17/11/2025,Greehill,10339,Populus nigra,,38.09332851,13.37584964,10.94,0.23,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,78.81,208.26
AM032AM,ALB_1233,Via Oreto,32350,2357,17/11/2025,Greehill,10338,Populus nigra,,38.09336556,13.37601171,11.63,0.24,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,86.06,227.4
AM033AM,ALB_1234,Via Oreto,32350,2357,17/11/2025,Greehill,10336,Populus nigra,,38.09337665,13.37581913,9.24,0.16,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,47.27,124.89
AM034AM,ALB_1235,Via Oreto,32350,2357,17/11/2025,Greehill,10332,Populus nigra,,38.0936509,13.37582619,12.19,0.31,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,118.32,312.67
AM035AM,ALB_1236,Via Oreto,32350,2357,17/11/2025,Greehill,10340,Populus nigra,,38.09383441,13.37570587,6,0.23,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,82.3,217.46
AM036AM,ALB_1237,Via Oreto,32350,2357,17/11/2025,Greehill,10330,Populus nigra,,38.09384627,13.37551561,12.2,0.28,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,86.48,228.52
AM037AM,ALB_1238,Via Oreto,32350,2357,17/11/2025,Greehill,10325,Pittosporum tobira,,38.09403941,13.37525321,3.6,-,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,-,-
AM038AM,ALB_1239,Via Oreto,32350,2357,17/11/2025,Greehill,10322,Pittosporum tobira,,38.09404573,13.37524804,3.57,-,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,-,-
AM039AM,ALB_1240,Via Oreto,32350,2357,17/11/2025,Greehill,10306,Populus nigra,,38.09409155,13.37535595,7.04,0.1,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,24.74,65.36
AM040AM,ALB_1241,Via Oreto,32350,2357,17/11/2025,Greehill,10334,Populus nigra,,38.09409884,13.37553598,8.7,0.23,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,63.87,168.78
AM041AM,ALB_1242,Via Oreto,32350,2357,17/11/2025,Greehill,10345,Populus nigra,,38.09353355,13.37571739,12.38,0.22,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,76.08,201.03
AM042AM,ALB_1243,Via Oreto,32350,2357,17/11/2025,Greehill,10346,Populus nigra,,38.09368721,13.37561463,12.74,0.35,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,120.84,319.31
AM043AM,ALB_1244,Via Oreto,32350,2357,17/11/2025,Greehill,10347,Populus nigra,,38.092452,13.37641642,17.2,0.33,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,75.29,198.96
AM044AM,ALB_1245,Via Oreto,32350,2357,17/11/2025,Greehill,10349,Populus nigra,,38.0934418,13.3757763,8.74,0.19,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,58.91,155.66
AM045AM,ALB_1246,Via Oreto,32350,2357,17/11/2025,Greehill,10350,Populus nigra,,38.09398543,13.37561244,9,0.2,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,60.74,160.49
AM046AM,ALB_1247,Via Oreto,32350,2357,17/11/2025,Greehill,10351,Populus nigra,,38.09404739,13.37538466,11.4,0.23,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,74.63,197.2
AM047AM,ALB_1248,Via Oreto,32350,2357,17/11/2025,Greehill,10352,Populus nigra,,38.09268387,13.37645179,11.85,0.28,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,109.2,288.56
AM048AM,ALB_1249,Via Oreto,32350,2357,17/11/2025,Greehill,10353,Populus nigra,,38.0931309,13.3759796,19.54,0.48,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,154.76,408.95
AM049AM,ALB_1250,Via Oreto,32350,2357,17/11/2025,Greehill,10354,Ficus benjamina,,38.09370156,13.37560681,7,0.29,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,107.14,283.12
AM050AM,ALB_1251,Via Oreto,32350,2357,17/11/2025,Greehill,10355,Populus nigra,,38.09280516,13.37637372,12.18,0.27,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,84.17,222.43
AM051AM,ALB_1252,Via Oreto,32350,2357,17/11/2025,Greehill,10356,Populus nigra,,38.092569,13.37652653,17.2,0.45,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,201.63,532.82
AM052AM,ALB_1253,Via Oreto,32350,2357,17/11/2025,Greehill,10357,Ficus religiosa,,38.0928495,13.376345,10.8,0.24,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,109.76,290.04
AM053AM,ALB_1254,Via Oreto,32350,2357,17/11/2025,Greehill,10358,Populus nigra,,38.09292191,13.37610979,17.89,0.41,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,177.4,468.79
AM054AM,ALB_1255,Via Oreto,32350,2357,17/11/2025,Greehill,10359,Populus nigra,,38.09308038,13.37601134,21.4,0.83,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,499.25,1319.3
AM055AM,ALB_1256,Via Oreto,32350,2357,17/11/2025,Greehill,10360,Populus nigra,,38.09296935,13.37608234,20.2,0.41,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,104.09,275.05
AM056AM,ALB_1257,Via Oreto,32350,2357,17/11/2025,Greehill,10362,Populus nigra,,38.09239034,13.37645761,19.91,0.55,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,233.96,618.25
AM057AM,ALB_1258,Via Oreto,32350,2357,17/11/2025,Greehill,10363,Populus nigra,,38.09207844,13.37665849,6.97,0.69,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,0,0
AM058AM,ALB_1259,Via Oreto,32350,2357,17/11/2025,Greehill,10364,Populus nigra,,38.09276113,13.37640173,6.04,0.61,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,42.19,111.49
AM059AM,ALB_1260,Via Oreto,32350,2357,17/11/2025,Greehill,10365,Populus nigra,,38.09214023,13.37661954,18.2,0.62,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,318.3,841.11
AM060AM,ALB_1261,Via Oreto,32350,2357,17/11/2025,Greehill,10366,Populus nigra,,38.09253471,13.37636177,18.74,0.52,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,214.11,565.8
AM061AM,ALB_1262,Via Oreto,32350,2357,17/11/2025,Greehill,10367,Populus nigra,,38.09331792,13.37604114,9.74,0.23,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,78.27,206.82
AM062AM,ALB_1263,Via Oreto,32350,2357,17/11/2025,Greehill,10369,Brachychiton acerifolius,,38.09411164,13.3756357,5.67,0.37,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,119.72,316.35
AM063AM,ALB_1264,Via Oreto,32350,2357,17/11/2025,Greehill,10370,Ficus benjamina,,38.0936658,13.37563132,4.51,0.1,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,21.92,57.93
AM064AM,ALB_1265,Via Oreto,32350,2357,17/11/2025,Greehill,10371,Populus nigra,,38.09340854,13.37579777,5.4,0.09,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,18.26,48.24
AM065AM,ALB_1266,Via Oreto,32350,2357,17/11/2025,Greehill,10372,,,38.09257352,13.37633985,3.91,0.13,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,0.01,0.01
AM066AM,ALB_1267,Via Oreto,32350,2357,17/11/2025,Greehill,10373,Populus nigra,,38.09378233,13.37555668,8.78,0.14,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,37,97.76
AM067AM,ALB_1268,Via Oreto,32350,2357,17/11/2025,Greehill,10374,Brachychiton acerifolius,,38.09405182,13.37568418,5.24,0.28,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,85.4,225.66
AM068AM,ALB_1269,Via Oreto,32350,2357,17/11/2025,Greehill,10376,Platycladus orientalis,,38.09278554,13.37606311,5.66,0.2,,,,,,,,,,,,,,,,,,,,,,Oreto Perez,Oreto - Stazione,III,68.19,180.2
