Id,Odonimo,Codvia,Lunghezza,Data rilievo,Tecnico incaricato,ID Pianta,Specie,Sito Impianto,Lat,Log,h (m),Diametro (cm),Dist. sede stradale (m),Dist. marciapiede (m),CPC,Cod. lavorazione/elenco prezzi,Note,Data lav. F1,Cod. lavorazione - F2,Lavori - F2,Prezzo F2,Data lav. F2,Cod. lavorazione - F3,Lavori - F3,Prezzo F3,Data lav. F3,Cod. lavorazione - F4,Lavori - F4,Prezzo F4,Data lav. F4,Descrizione,Unità di misura,Prezzo Unitario,UPL,Quartiere,Circoscrizione,,,tipo_foglia,# Primavera, # Estate,# Autunno,# Inverno,foto
ALB_134,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,021,Ficus microcarpa,Cercine,38.131767,13.354971,12,65,0.4,,C,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,17545.50,17903.57,17545.50,17008.39,img/albero.png
ALB_135,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,022,Ficus microcarpa,Cercine,38.131847,13.355116,12,72,0.4,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,24335.01,24831.64,24335.01,23590.06,img/albero.png
ALB_136,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,023,Ficus microcarpa,Cercine,38.131881,13.355229,12,58,0.2,,C,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,15129.86,15438.63,15129.86,14666.70,img/albero.png
ALB_137,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,024,Ficus microcarpa,Cercine,38.132101,13.355895,12,47,0.4,0.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,13977.40,14262.66,13977.40,13549.52,img/albero.png
ALB_138,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,025,Ficus microcarpa,Cercine,38.132065,13.355814,12,37,0.4,0.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,10241.45,10450.46,10241.45,9927.94,img/albero.png
ALB_139,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,026,Ficus microcarpa,Cercine,38.131999,13.355648,12,49,0.4,0.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,14755.51,15056.64,14755.51,14303.81,img/albero.png
ALB_140,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,027,Ficus microcarpa,Cercine,38.131964,13.355569,12,45,0.4,0.5,C/D,APL.026S,ricontrollo post-intervento,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,4662.06,4757.20,4662.06,4519.34,img/albero.png
ALB_141,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,028,Ficus microcarpa,Cercine,38.131923,13.355472,12,42,0.4,0.4,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,12076.01,12322.46,12076.01,11706.33,img/albero.png
ALB_142,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,029,Ficus microcarpa,Cercine,38.131891,13.355394,12,42,0.4,0.4,C/D,APL.026S,ricontrollo post-intervento,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,4262.12,4349.10,4262.12,4131.65,img/albero.png
ALB_143,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,030,Ficus microcarpa,Cercine,38.131808,13.355243,12,45,0.4,0.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,13209.17,13478.75,13209.17,12804.81,img/albero.png
ALB_144,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,031,Ficus microcarpa,Cercine,38.131776,13.355164,12,39,0.4,0.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,10966.88,11190.70,10966.88,10631.16,img/albero.png
ALB_145,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,032,Ficus microcarpa,Cercine,38.131743,13.355079,12,43,0.4,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,12451.12,12705.22,12451.12,12069.96,img/albero.png
ALB_146,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,033,Ficus microcarpa,Cercine,38.131717,13.355002,10,45,0.4,0.5,D,APL.018S,Abbattimento e smaltimento a corpo,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,Fornitura e messa a dimora…,Fornitura con posa in opera di una pianta,,,15030034,Pali tutori castagno 2m,€18.89,,Abbattimento chioma espansa h.12-16m,cad,€316.90,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,6594.22,6728.80,6594.22,6392.36,img/albero.png
ALB_147,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,034,Ficus microcarpa,Cercine,38.131686,13.354935,12,45,0.4,1,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,10878.14,11100.14,10878.14,10545.14,img/albero.png
ALB_148,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,035,Ficus microcarpa,Cercine,38.131654,13.354847,12,41,0.4,1,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,9638.23,9834.93,9638.23,9343.19,img/albero.png
ALB_149,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,036,Ficus microcarpa,Cercine,38.131616,13.354743,12,42,0.4,1,D,APL.018S,Abbattimento e smaltimento a corpo,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,Fornitura e messa a dimora…,Fornitura con posa in opera di una pianta,,,15030034,Pali tutori castagno 2m,€18.89,,Abbattimento chioma espansa h.12-16m,cad,€316.90,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,7103.53,7248.50,7103.53,6886.08,img/albero.png
ALB_150,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,037,Ficus microcarpa,Cercine,38.131585,13.354671,12,35,0.4,1,D,APL.018S,Abbattimento e smaltimento a corpo,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,Fornitura e messa a dimora…,Fornitura con posa in opera di una pianta,,,15030034,Pali tutori castagno 2m,€18.89,,Abbattimento chioma espansa h.12-16m,cad,€316.90,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,5604.53,5718.90,5604.53,5432.96,img/albero.png
ALB_151,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,038,Ficus microcarpa,Cercine,38.131559,13.354608,12,38,0.4,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,10602.74,10819.12,10602.74,10278.16,img/albero.png
ALB_152,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,039,Ficus microcarpa,Cercine,38.131529,13.354519,12,40,0.4,1,D,APL.018S,Abbattimento e smaltimento a corpo,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,Fornitura e messa a dimora…,Fornitura con posa in opera di una pianta,,,15030034,Pali tutori castagno 2m,€18.89,,Abbattimento chioma espansa h.12-16m,cad,€316.90,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,6666.97,6803.03,6666.97,6462.88,img/albero.png
ALB_153,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,040,Ficus microcarpa,Cercine,38.131477,13.354405,12,40,0.4,0.8,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,9333.75,9524.24,9333.75,9048.03,img/albero.png
ALB_154,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,041,Ficus microcarpa,Cercine,38.131446,13.354323,12,48,0.4,1,C/D,APL.026S,ricontrollo post-intervento,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,5070.08,5173.56,5070.08,4914.88,img/albero.png
ALB_155,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,042,Ficus microcarpa,Cercine,38.131376,13.354105,12,39,0.4,0.4,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,9031.55,9215.87,9031.55,8755.08,img/albero.png
ALB_156,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,043,Ficus microcarpa,Cercine,38.131347,13.354029,12,43,0.4,0.4,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,10253.86,10463.12,10253.86,9939.97,img/albero.png
ALB_157,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,044,Ficus microcarpa,Cercine,38.131318,13.353958,12,47,0.5,0.5,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,11510.80,11745.72,11510.80,11158.43,img/albero.png
ALB_158,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,045,Ficus microcarpa,Cercine,38.131281,13.353871,12,42,0.4,0.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,12076.01,12322.46,12076.01,11706.33,img/albero.png
ALB_159,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,046,Ficus microcarpa,Cercine,38.131240,13.353771,12,41,0.4,0.4,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,9638.23,9834.93,9638.23,9343.19,img/albero.png
ALB_160,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,047,Ficus microcarpa,Cercine,38.131185,13.353646,12,35,0.4,0.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,9527.69,9722.14,9527.69,9236.03,img/albero.png
ALB_161,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,048,Ficus microcarpa,Cercine,38.131136,13.353536,12,59,0.4,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,18784.81,19168.18,18784.81,18209.77,img/albero.png
ALB_162,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,049,Ficus microcarpa,Cercine,38.131001,13.353256,12,35,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,9527.69,9722.14,9527.69,9236.03,img/albero.png
ALB_163,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,050,Ficus microcarpa,Cercine,38.130957,13.353151,12,38,0.4,0.4,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,10602.74,10819.12,10602.74,10278.16,img/albero.png
ALB_164,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,051,Ficus microcarpa,Cercine,38.130925,13.353064,12,37,0.4,0.4,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,10241.45,10450.46,10241.45,9927.94,img/albero.png
ALB_165,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,052,Ficus microcarpa,Cercine,38.130899,13.352998,12,35,0.4,0.4,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,,,sempreverde,9527.69,9722.14,9527.69,9236.03,img/albero.png
ALB_166,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,001,Ficus microcarpa,Aiuola pedonale,38.115358,13.333469,12,69,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,23025.18,23495.09,23025.18,22320.33,img/albero.png
ALB_167,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,002,Ficus microcarpa,Aiuola pedonale,38.115298,13.333492,12,64,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,20880.13,21306.26,20880.13,20240.95,img/albero.png
ALB_168,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,003,Ficus microcarpa,Aiuola pedonale,38.115238,13.333504,12,62,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,20035.88,20444.78,20035.88,19422.54,img/albero.png
ALB_169,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,004,Ficus microcarpa,Aiuola pedonale,38.115183,13.333520,12,58,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,18371.97,18746.91,18371.97,17809.56,img/albero.png
ALB_170,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,005,Ficus microcarpa,Aiuola pedonale,38.115132,13.333533,12,62,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,20035.88,20444.78,20035.88,19422.54,img/albero.png
ALB_171,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,006,Ficus microcarpa,Aiuola pedonale,38.115078,13.333549,12,65,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,21305.25,21740.05,21305.25,20653.05,img/albero.png
ALB_172,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,007,Ficus microcarpa,Aiuola pedonale,38.115027,13.333567,12,58,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,18371.97,18746.91,18371.97,17809.56,img/albero.png
ALB_173,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,008,Ficus microcarpa,Aiuola pedonale,38.114974,13.333581,12,72,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,24335.01,24831.64,24335.01,23590.06,img/albero.png
ALB_174,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,009,Ficus microcarpa,Aiuola pedonale,38.114925,13.333602,12,65,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,21305.25,21740.05,21305.25,20653.05,img/albero.png
ALB_175,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,010,Ficus microcarpa,Aiuola pedonale,38.114869,13.333619,12,70,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,23459.93,23938.71,23459.93,22741.77,img/albero.png
ALB_176,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,011,Ficus microcarpa,Aiuola pedonale,38.114769,13.333638,12,49,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,14755.51,15056.64,14755.51,14303.81,img/albero.png
ALB_177,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,012,Ficus microcarpa,Aiuola pedonale,38.114717,13.333647,12,45,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,13209.17,13478.75,13209.17,12804.81,img/albero.png
ALB_178,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,013,Ficus microcarpa,Aiuola pedonale,38.114653,13.333664,12,51,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,15543.20,15860.41,15543.20,15067.39,img/albero.png
ALB_179,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,014,Ficus microcarpa,Aiuola pedonale,38.114583,13.333685,12,54,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,16742.15,17083.82,16742.15,16229.63,img/albero.png
ALB_180,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,015,Ficus microcarpa,Aiuola pedonale,38.114516,13.333710,12,45,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,13209.17,13478.75,13209.17,12804.81,img/albero.png
ALB_181,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,016,Ficus microcarpa,Aiuola pedonale,38.114438,13.333740,12,56,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,17552.69,17910.91,17552.69,17015.36,img/albero.png
ALB_182,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,017,Ficus microcarpa,Aiuola pedonale,38.114371,13.333755,12,58,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,18371.97,18746.91,18371.97,17809.56,img/albero.png
ALB_183,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,018,Ficus microcarpa,Aiuola pedonale,38.114287,13.333779,12,42,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,12076.01,12322.46,12076.01,11706.33,img/albero.png
ALB_184,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,019,Ficus microcarpa,Aiuola pedonale,38.114215,13.333803,12,42,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,12076.01,12322.46,12076.01,11706.33,img/albero.png
ALB_185,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,020,Ficus microcarpa,Aiuola pedonale,38.114150,13.333814,12,45,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,13209.17,13478.75,13209.17,12804.81,img/albero.png
ALB_186,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,021,Ficus microcarpa,Aiuola pedonale,38.114044,13.333850,12,47,3.6,2.2,D,APL.018S,Abbattimento e smaltimento a corpo,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,,,,,,forn. pali tutori cod. 15030034,,,Abbattimento chioma espansa h.12-16m,cad,€316.90,Zisa - 4 Camere,Zisa,V,,,sempreverde,8222.00,8389.80,8222.00,7970.31,img/albero.png
ALB_187,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,022,Ficus microcarpa,Aiuola pedonale,38.114000,13.333857,12,58,3.6,2.2,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,15129.86,15438.63,15129.86,14666.70,img/albero.png
ALB_188,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,023,Ficus microcarpa,Aiuola pedonale,38.113948,13.333873,12,58,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,18371.97,18746.91,18371.97,17809.56,img/albero.png
ALB_189,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,024,Ficus microcarpa,Aiuola pedonale,38.113886,13.333891,12,50,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,15148.17,15457.32,15148.17,14684.45,img/albero.png
ALB_190,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,025,Ficus microcarpa,Aiuola pedonale,38.113829,13.333908,12,61,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,19616.80,20017.14,19616.80,19016.28,img/albero.png
ALB_191,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,026,Ficus microcarpa,Aiuola pedonale,38.113772,13.333924,12,43,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,12451.12,12705.22,12451.12,12069.96,img/albero.png
ALB_192,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,027,Ficus microcarpa,Aiuola pedonale,38.113713,13.333944,12,45,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,13209.17,13478.75,13209.17,12804.81,img/albero.png
ALB_193,Via Scoto Michele,47450,357,12/12/1025,Dott. Roberto Marceddu,028,Ficus microcarpa,Aiuola pedonale,38.113653,13.333955,12,43,3.6,2.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Zisa - 4 Camere,Zisa,V,,,sempreverde,12451.12,12705.22,12451.12,12069.96,img/albero.png
ALB_194,Viale Dei Picciotti - A,35410,979,13/12/1025,Dott. Roberto Marceddu,001,Ficus microcarpa,Cercine,38.108079,13.377366,12,42,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Settecannoli,Settecannoli,II,,,sempreverde,12076.01,12322.46,12076.01,11706.33,img/albero.png
ALB_195,Viale Dei Picciotti - A,35410,979,13/12/1025,Dott. Roberto Marceddu,002,Ficus microcarpa,Cercine,38.108045,13.377424,12,45,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Settecannoli,Settecannoli,II,,,sempreverde,13209.17,13478.75,13209.17,12804.81,img/albero.png
ALB_196,Viale Dei Picciotti - A,35410,979,13/12/1025,Dott. Roberto Marceddu,003,Ficus microcarpa,Cercine,38.108017,13.377473,12,47,0.5,0.2,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Settecannoli,Settecannoli,II,,,sempreverde,11510.80,11745.72,11510.80,11158.43,img/albero.png
ALB_197,Viale Dei Picciotti - A,35410,979,13/12/1025,Dott. Roberto Marceddu,004,Ficus microcarpa,Cercine,38.107989,13.377526,12,53,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Settecannoli,Settecannoli,II,,,sempreverde,16340.22,16673.69,16340.22,15840.01,img/albero.png
ALB_198,Viale Dei Picciotti - A,35410,979,13/12/1025,Dott. Roberto Marceddu,005,Ficus microcarpa,Cercine,38.107952,13.377593,12,50,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Settecannoli,Settecannoli,II,,,sempreverde,15148.17,15457.32,15148.17,14684.45,img/albero.png
ALB_199,Viale Dei Picciotti - A,35410,979,13/12/1025,Dott. Roberto Marceddu,006,Ficus microcarpa,Cercine,38.107925,13.377651,12,56,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Settecannoli,Settecannoli,II,,,sempreverde,17552.69,17910.91,17552.69,17015.36,img/albero.png
ALB_200,Viale Dei Picciotti - A,35410,979,13/12/1025,Dott. Roberto Marceddu,007,Ficus microcarpa,Cercine,38.108017,13.377204,12,52,0.5,0.2,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Settecannoli,Settecannoli,II,,,sempreverde,13127.52,13395.43,13127.52,12725.66,img/albero.png
ALB_201,Viale Dei Picciotti - A,35410,979,13/12/1025,Dott. Roberto Marceddu,008,Ficus microcarpa,Cercine,38.107978,13.377268,12,48,0.5,0.2,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Settecannoli,Settecannoli,II,,,sempreverde,11830.20,12071.63,11830.20,11468.05,img/albero.png
ALB_202,Viale Dei Picciotti - A,35410,979,13/12/1025,Dott. Roberto Marceddu,009,Ficus microcarpa,Cercine,38.107943,13.377329,12,60,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Settecannoli,Settecannoli,II,,,sempreverde,19199.77,19591.60,19199.77,18612.02,img/albero.png
